id,building_id,priority,status,floor,name,seats,video_conference_holder
530,18,1,AVAILABLE,1,Demeter,32,True
531,18,5,AVAILABLE,1,Secunda,2,True
532,18,5,AVAILABLE,1,Iole,2,True
533,18,4,AVAILABLE,1,Hellen,4,True
534,18,4,AVAILABLE,1,Opole,4,True
535,18,5,AVAILABLE,1,Kavaratti,2,True
536,18,2,AVAILABLE,1,Oryol,16,False
537,18,4,AVAILABLE,1,Phoenix,4,True
538,18,2,AVAILABLE,1,Bydgoszcz,16,False
539,18,4,AVAILABLE,1,Polynices,4,True
540,18,5,AVAILABLE,2,Redcliffe,2,False
541,18,2,AVAILABLE,2,Delhi,16,True
542,18,2,AVAILABLE,2,Ludvika,16,True
543,18,1,AVAILABLE,2,Alcaeus,32,True
544,18,4,AVAILABLE,2,Newcastle,4,True
545,18,5,AVAILABLE,2,Gdynia,2,True
546,18,3,AVAILABLE,2,Ludvika,8,False
547,18,2,AVAILABLE,2,Ariadne,16,False
548,18,5,AVAILABLE,2,Starachowice,2,True
549,18,2,AVAILABLE,2,Syleus,16,True
550,19,5,AVAILABLE,1,Prometheus,2,False
551,19,3,AVAILABLE,1,Jeongeup,8,True
552,19,2,AVAILABLE,1,Bangabandhu-1,16,True
553,19,5,AVAILABLE,1,Belfast,2,True
554,19,1,AVAILABLE,1,Ismenus,32,True
555,19,2,AVAILABLE,1,Amphitryon,16,False
556,19,4,AVAILABLE,1,Bruckneudorf,4,False
557,19,4,AVAILABLE,1,Aeacus,4,True
558,19,4,AVAILABLE,1,Philomela,4,True
559,19,3,AVAILABLE,1,Kozhikode,8,True
560,19,3,AVAILABLE,1,Ludvika,8,False
561,19,4,AVAILABLE,1,Stratford,4,True
562,19,3,AVAILABLE,1,OG-2 Mission 1,8,True
563,19,4,AVAILABLE,2,Jecheon,4,True
564,19,5,AVAILABLE,2,Gattatico,2,True
565,19,3,AVAILABLE,2,Guarapuava,8,True
566,19,3,AVAILABLE,2,Kenchreis,8,False
567,19,4,AVAILABLE,2,Hesione,4,True
568,19,1,AVAILABLE,2,Delhi,32,True
569,19,5,AVAILABLE,2,Pelias,2,False
570,19,4,AVAILABLE,2,Iquitos,4,False
571,19,4,AVAILABLE,2,Milnathort,4,True
572,19,5,AVAILABLE,2,Paphos,2,True
573,19,1,AVAILABLE,2,Lachesis,32,False
574,19,3,AVAILABLE,2,Melton,8,True
575,20,2,AVAILABLE,1,Thaicom 6,16,True
576,20,5,AVAILABLE,1,Ion,2,True
577,20,2,AVAILABLE,1,Cadmus,16,False
578,20,4,AVAILABLE,1,Aphrodite,4,True
579,20,5,AVAILABLE,1,Akoites,2,False
580,20,5,AVAILABLE,1,CRS-12,2,True
581,20,5,AVAILABLE,1,Bergen,2,True
582,20,4,AVAILABLE,1,TürkmenÄlem 52°E / MonacoSAT,4,True
583,20,1,AVAILABLE,1,Polynices,32,False
584,20,5,AVAILABLE,1,Tagum,2,True
585,20,2,AVAILABLE,1,Almelo,16,True
586,20,1,AVAILABLE,1,Almelo,32,False
587,20,3,AVAILABLE,1,Manto,8,True
588,20,2,AVAILABLE,2,FalconSat,16,True
589,20,2,AVAILABLE,2,Polydeuces,16,True
590,20,2,AVAILABLE,2,Hesione,16,True
591,20,5,AVAILABLE,2,Cepheus,2,True
592,20,4,AVAILABLE,2,Harmonia,4,True
593,20,3,AVAILABLE,2,Ariadne,8,True
594,20,5,AVAILABLE,2,Telde,2,True
595,20,4,AVAILABLE,2,Kirov,4,True
596,20,5,AVAILABLE,2,Menelaus,2,False
597,20,5,AVAILABLE,2,Hesperia,2,True
598,20,2,AVAILABLE,2,Philomela,16,True
599,20,4,AVAILABLE,2,Castor,4,True
600,20,3,AVAILABLE,3,Meppel,8,True
601,20,5,AVAILABLE,3,Weyburn,2,True
602,20,3,AVAILABLE,3,Polydorus,8,True
603,20,5,AVAILABLE,3,Oenomaus,2,False
604,20,3,AVAILABLE,3,CRS-10,8,True
605,20,1,AVAILABLE,3,Kuruman,32,True
606,20,2,AVAILABLE,3,KoreaSat 5A,16,True
607,20,3,AVAILABLE,3,Konin,8,False
608,20,5,AVAILABLE,3,Achilles,2,True
609,20,5,AVAILABLE,3,Outram,2,True
610,20,3,AVAILABLE,3,Van,8,False
611,20,5,AVAILABLE,3,Estevan,2,True
612,20,2,AVAILABLE,3,CCtCap Demo Mission 2,16,False
613,20,5,AVAILABLE,3,Arequipa,2,True
614,20,5,AVAILABLE,3,Iridium NEXT Mission 1,2,True
615,20,2,AVAILABLE,3,Galway,16,True
616,21,5,AVAILABLE,1,Itys,2,True
617,21,1,AVAILABLE,1,Alcestis,32,True
618,21,5,AVAILABLE,1,Spremberg,2,False
619,21,3,AVAILABLE,1,Spalbeek,8,True
620,21,3,AVAILABLE,1,Secunda,8,True
621,21,5,AVAILABLE,1,Guarapuava,2,True
622,21,5,AVAILABLE,1,Danao,2,True
623,21,5,AVAILABLE,1,Eurystheus,2,True
624,21,3,AVAILABLE,1,Redcliffe,8,True
625,21,3,AVAILABLE,1,Juliaca,8,True
626,21,2,AVAILABLE,1,Hippothoon,16,False
627,21,3,AVAILABLE,1,Alcobendas,8,False
628,21,3,AVAILABLE,1,Pan,8,True
629,21,4,AVAILABLE,1,Coeus,4,True
630,21,5,AVAILABLE,1,Newcastle,2,True
631,22,5,AVAILABLE,1,Hippodamia,2,True
632,22,5,AVAILABLE,1,Tisamenus,2,True
633,22,4,AVAILABLE,1,Cilix,4,True
634,22,3,AVAILABLE,1,Hippotes,8,True
635,22,5,AVAILABLE,1,Nowshera,2,True
636,22,2,AVAILABLE,1,Aristaeus,16,True
637,22,3,AVAILABLE,1,North Las Vegas,8,True
638,22,2,AVAILABLE,1,Palmerston North,16,True
639,22,5,AVAILABLE,1,Gressan,2,True
640,22,5,AVAILABLE,2,GPS III SV04 (Sacagawea),2,True
641,22,5,AVAILABLE,2,Anklam,2,True
642,22,5,AVAILABLE,2,Hesione,2,False
643,22,3,AVAILABLE,2,CRS-2,8,False
644,22,4,AVAILABLE,2,Minyas,4,True
645,22,5,AVAILABLE,2,Ilioneus,2,False
646,22,4,AVAILABLE,2,Cognelee,4,True
647,22,5,AVAILABLE,2,Vinnytsia,2,False
648,22,5,AVAILABLE,2,Gdynia,2,False
649,23,4,AVAILABLE,1,Odda,4,True
650,23,5,AVAILABLE,1,Damasichthon,2,True
651,23,3,AVAILABLE,1,Syleus,8,True
652,23,2,AVAILABLE,1,Metis,16,False
653,23,2,AVAILABLE,1,Boeing X-37B OTV-5,16,False
654,23,4,AVAILABLE,1,Pandora,4,True
655,23,5,AVAILABLE,1,Starlink-12 (v1.0),2,True
656,23,3,AVAILABLE,1,Svobodny,8,False
657,23,4,AVAILABLE,1,Panjim,4,False
658,23,4,AVAILABLE,1,Argea,4,True
659,23,4,AVAILABLE,1,Stavoren,4,False
660,23,5,AVAILABLE,1,Jhang,2,True
661,23,2,AVAILABLE,1,Amos-17,16,True
662,23,1,AVAILABLE,1,Vancouver,32,True
663,23,4,AVAILABLE,2,CRS-14,4,True
664,23,5,AVAILABLE,2,Lim,2,True
665,23,4,AVAILABLE,2,Telamon,4,False
666,23,3,AVAILABLE,2,Tokoroa,8,False
667,23,5,AVAILABLE,2,Mackay,2,True
668,23,1,AVAILABLE,2,Nelson,32,False
669,23,2,AVAILABLE,2,Moscow,16,True
670,23,4,AVAILABLE,2,Aeacus,4,True
671,23,1,AVAILABLE,2,Cajamarca,32,False
672,23,5,AVAILABLE,2,Ternopil,2,True
673,23,2,AVAILABLE,2,Ajaccio,16,False
674,23,3,AVAILABLE,3,Victor Harbor,8,True
675,23,2,AVAILABLE,3,Starlink-11 (v1.0),16,True
676,23,2,AVAILABLE,3,Ibagué,16,True
677,23,5,AVAILABLE,3,Cepheus,2,False
678,23,5,AVAILABLE,3,Ismenus,2,True
679,23,2,AVAILABLE,3,Calliope,16,True
680,23,2,AVAILABLE,3,Baguio,16,True
681,23,3,AVAILABLE,3,Cartagena,8,False
682,24,3,AVAILABLE,1,Lustenau,8,True
683,24,4,AVAILABLE,1,Rhea,4,True
684,24,2,AVAILABLE,1,Iquitos,16,True
685,24,3,AVAILABLE,1,Woodlands,8,True
686,24,1,AVAILABLE,1,Alcestis,32,True
687,24,3,AVAILABLE,1,Theseus,8,True
688,24,4,AVAILABLE,1,Jilin,4,True
689,24,3,AVAILABLE,1,Nancy,8,True
690,24,2,AVAILABLE,1,Gangneung,16,False
691,24,5,AVAILABLE,1,Sabanalarga,2,False
692,24,4,AVAILABLE,1,Lonquimay,4,True
693,24,3,AVAILABLE,1,Palembang,8,True
694,24,2,AVAILABLE,1,Kerikeri,16,True
695,24,3,AVAILABLE,1,Leipephilene,8,False
696,25,2,AVAILABLE,1,Echo,16,True
697,25,3,AVAILABLE,1,Rennes,8,False
698,25,5,AVAILABLE,1,Elverum,2,True
699,25,2,AVAILABLE,1,Philemon,16,False
700,25,1,AVAILABLE,1,Ismenus,32,True
701,25,5,AVAILABLE,1,Yekaterinburg,2,False
702,25,3,AVAILABLE,1,Dapitan,8,True
703,25,5,AVAILABLE,1,Bruckneudorf,2,True
704,25,5,AVAILABLE,1,Te Awamutu,2,False
705,25,2,AVAILABLE,1,Prometheus,16,True
706,25,3,AVAILABLE,1,SES-12,8,True
707,25,5,AVAILABLE,1,Sipylus,2,True
708,25,5,AVAILABLE,1,Olympia,2,False
709,25,2,AVAILABLE,1,Mercedes,16,True
710,26,4,AVAILABLE,1,DemoSat,4,True
711,26,2,AVAILABLE,1,Whitehorse,16,False
712,26,1,AVAILABLE,1,Vienna,32,True
713,26,4,AVAILABLE,1,Boeing X-37B OTV-5,4,True
714,26,1,AVAILABLE,1,EchoStar 23,32,False
715,26,2,AVAILABLE,1,Daphne,16,True
716,26,4,AVAILABLE,1,Aeolus,4,True
717,26,5,AVAILABLE,1,CRS-5,2,False
718,26,5,OUT_OF_SERVICE,1,North Waziristan,2,True
719,27,2,AVAILABLE,1,Makiivka,16,False
720,27,2,AVAILABLE,1,Leipephilene,16,True
721,27,3,AVAILABLE,1,Qinghai,8,True
722,27,2,AVAILABLE,1,Harmonia,16,True
723,27,3,AVAILABLE,1,Greymouth,8,False
724,27,5,AVAILABLE,1,Moulins,2,False
725,27,4,AVAILABLE,1,Achilles,4,False
726,27,3,AVAILABLE,1,Foligno,8,True
727,27,1,AVAILABLE,1,Amphion,32,False
728,27,4,AVAILABLE,1,Redcliffe,4,True
729,27,4,AVAILABLE,1,Panguipulli,4,True
730,27,2,AVAILABLE,1,Daphne,16,True
731,27,2,AVAILABLE,1,Teucer,16,True
732,28,4,AVAILABLE,1,Amyclas,4,False
733,28,4,AVAILABLE,1,Outram,4,True
734,28,1,AVAILABLE,1,Sabanalarga,32,True
735,28,3,AVAILABLE,1,Iphigenia,8,True
736,28,4,AVAILABLE,1,Iowa City,4,True
737,28,1,AVAILABLE,1,Arequipa,32,False
738,28,4,AVAILABLE,1,Starlink-8 & SkySat 16-18,4,True
739,28,1,AVAILABLE,1,Tynda,32,True
740,28,5,AVAILABLE,1,Salmacis,2,False
741,28,5,AVAILABLE,1,Nijlen,2,True
742,28,3,AVAILABLE,1,Okene,8,True
743,28,2,AVAILABLE,1,Sipylus,16,True
744,28,2,AVAILABLE,1,Gwangju,16,True
745,29,1,AVAILABLE,1,Outram,32,False
746,29,2,AVAILABLE,1,Kavaratti,16,True
747,29,4,AVAILABLE,1,AsiaSat 8,4,True
748,29,2,AVAILABLE,1,Nagar,16,True
749,29,5,AVAILABLE,1,CRS-19,2,True
750,29,3,AVAILABLE,1,Paz / Starlink Demo,8,True
751,29,2,AVAILABLE,1,Emalahleni,16,True
752,29,4,AVAILABLE,1,Grenicus,4,True
753,29,3,AVAILABLE,1,Jason 3,8,True
754,29,3,AVAILABLE,2,Ismenus,8,True
755,29,3,AVAILABLE,2,Agamemnon,8,False
756,29,3,AVAILABLE,2,Laon,8,False
757,29,4,AVAILABLE,2,Guadalupe,4,True
758,29,5,AVAILABLE,2,CRS-9,2,True
759,29,4,AVAILABLE,2,Bruckneudorf,4,True
760,29,5,AVAILABLE,2,Rennes,2,False
761,29,5,AVAILABLE,2,Baguio,2,True
762,29,4,AVAILABLE,2,Vinnytsia,4,True
763,29,4,AVAILABLE,2,Cadmus,4,True
764,30,5,AVAILABLE,1,Deianira,2,False
765,30,3,AVAILABLE,1,Echo,8,True
766,30,2,AVAILABLE,1,Hyacintus,16,True
767,30,5,AVAILABLE,1,Pentheus,2,True
768,30,5,AVAILABLE,1,Hamburg,2,True
769,30,2,AVAILABLE,1,CRS-13,16,True
770,30,4,AVAILABLE,1,Valenciennes,4,True
771,30,1,AVAILABLE,1,Pervomaisk,32,False
772,30,2,AVAILABLE,1,Bedok,16,True
773,30,2,AVAILABLE,1,Heule,16,False
774,31,2,AVAILABLE,1,Raiganj,16,True
775,31,3,AVAILABLE,1,Oryol,8,True
776,31,2,AVAILABLE,1,Kristiansund,16,True
777,31,3,AVAILABLE,1,Gunsan,8,True
778,31,4,AVAILABLE,1,Killa Saifullah,4,False
779,31,5,AVAILABLE,1,CRS-20,2,True
780,31,5,AVAILABLE,1,Ajaccio,2,True
781,31,5,AVAILABLE,1,Hippolytus,2,False
782,31,1,AVAILABLE,1,Sabanalarga,32,False
783,31,5,AVAILABLE,1,Starlink 1,2,True
784,31,2,AVAILABLE,1,Evenus,16,True
785,31,4,AVAILABLE,1,Gaia,4,True
786,31,5,AVAILABLE,1,Iridium NEXT Mission 4,2,True
787,31,5,AVAILABLE,2,Vienna,2,False
788,31,5,AVAILABLE,2,Deucalion,2,True
789,31,4,AVAILABLE,2,Cassiopeia,4,True
790,31,1,AVAILABLE,2,Sipylus,32,False
791,31,5,AVAILABLE,2,Foligno,2,False
792,31,2,AVAILABLE,2,Beijing,16,True
793,31,1,AVAILABLE,2,Waitakere,32,True
794,31,5,AVAILABLE,2,Cepheus,2,False
795,31,3,AVAILABLE,3,Palangka Raya,8,True
796,31,4,AVAILABLE,3,Wandlitz,4,True
797,31,3,AVAILABLE,3,Piracicaba,8,True
798,31,2,AVAILABLE,3,CRS-3,16,True
799,31,4,AVAILABLE,3,Alphenor,4,True
800,31,5,AVAILABLE,3,CRS-7,2,False
801,31,3,AVAILABLE,3,Pyrrha,8,True
802,31,2,AVAILABLE,3,Echion,16,True
803,31,5,AVAILABLE,3,Starlink 2,2,False
804,31,5,AVAILABLE,3,Almelo,2,True
805,31,5,AVAILABLE,3,Zaria,2,True
806,32,5,AVAILABLE,1,Pica,2,False
807,32,4,AVAILABLE,1,JCSat 18 / Kacific 1,4,True
808,32,2,AVAILABLE,1,Hermaphroditus,16,True
809,32,5,AVAILABLE,1,Greymouth,2,True
810,32,3,AVAILABLE,1,Chuncheon,8,True
811,32,1,AVAILABLE,1,Gongju,32,True
812,32,1,AVAILABLE,1,Zaria,32,True
813,32,3,AVAILABLE,1,Syrinx,8,True
814,32,1,AVAILABLE,1,Alcestis,32,True
815,32,2,AVAILABLE,1,ArabSat 6A,16,True
816,32,1,AVAILABLE,1,Tampines,32,True
817,32,4,AVAILABLE,2,Berlin,4,True
818,32,5,AVAILABLE,2,Iquitos,2,False
819,32,5,AVAILABLE,2,STP-2,2,True
820,32,5,OUT_OF_SERVICE,2,Zeuxippe,2,True
821,32,4,AVAILABLE,2,Pandion,4,True
822,32,3,AVAILABLE,2,North Las Vegas,8,False
823,32,2,AVAILABLE,2,Phaedimus,16,True
824,32,4,AVAILABLE,2,Starlink 1,4,False
825,32,4,AVAILABLE,2,Helen,4,False
826,33,5,AVAILABLE,1,Cuenca,2,False
827,33,3,AVAILABLE,1,Icarus,8,True
828,33,2,AVAILABLE,1,CRS-11,16,False
829,33,4,AVAILABLE,1,Castor,4,True
830,33,1,AVAILABLE,1,Chile Chico,32,False
831,33,3,AVAILABLE,1,Stroud,8,True
832,33,2,AVAILABLE,1,Jilin,16,True
833,33,4,AVAILABLE,1,Grenicus,4,False
834,33,4,AVAILABLE,1,Arene,4,False
835,34,5,AVAILABLE,1,Odda,2,True
836,34,5,AVAILABLE,1,Puntarenas,2,True
837,34,4,AVAILABLE,1,Hellen,4,True
838,34,4,AVAILABLE,1,Telstar 19V,4,True
839,34,2,AVAILABLE,1,Marina East,16,True
840,34,4,AVAILABLE,1,Huntly,4,True
841,34,5,AVAILABLE,1,Rae Bareli,2,False
842,34,2,AVAILABLE,1,Hougang,16,True
843,34,2,AVAILABLE,1,Daphne,16,False
844,34,5,AVAILABLE,1,Pyrrha,2,True
845,34,4,AVAILABLE,1,Inmarsat-5 F4,4,True
846,34,4,AVAILABLE,2,Campbellton,4,True
847,34,1,AVAILABLE,2,Tiresias,32,True
848,34,4,AVAILABLE,2,Echion,4,True
849,34,2,AVAILABLE,2,Icarus,16,True
850,34,5,AVAILABLE,2,Clymene,2,False
851,34,4,AVAILABLE,2,RADARSAT Constellation,4,True
852,34,3,AVAILABLE,2,SES-16 / GovSat-1,8,True
853,34,5,AVAILABLE,2,Silvassa,2,True
854,34,2,AVAILABLE,2,Syleus,16,True
855,34,5,AVAILABLE,2,Qinghai,2,True
856,34,5,AVAILABLE,2,Echo,2,False
857,34,5,AVAILABLE,2,Kharmang,2,True
858,34,2,AVAILABLE,2,Magadan,16,True
859,35,5,AVAILABLE,1,Starlink 6,2,True
860,35,3,AVAILABLE,1,Bergen,8,True
861,35,2,AVAILABLE,1,Theseus,16,True
862,35,4,AVAILABLE,1,Valenciennes,4,True
863,35,2,AVAILABLE,1,Secunda,16,False
864,35,3,AVAILABLE,1,Orpheus,8,True
865,35,4,AVAILABLE,1,Kenchreis,4,False
866,35,3,AVAILABLE,1,Tynda,8,True
867,35,2,AVAILABLE,1,Itys,16,False
868,35,2,AVAILABLE,1,Pandora,16,True
869,35,2,AVAILABLE,1,Iquitos,16,True
870,35,1,AVAILABLE,1,Molde,32,True
871,35,4,AVAILABLE,1,Milnathort,4,True
872,35,4,AVAILABLE,1,Samaniego,4,True
873,35,3,AVAILABLE,1,Paphos,8,False
874,35,3,AVAILABLE,1,CRS-16,8,False
875,35,1,AVAILABLE,2,FalconSat,32,True
876,35,4,AVAILABLE,2,Procris,4,True
877,35,4,AVAILABLE,2,Chandler,4,False
878,35,5,AVAILABLE,2,Iquitos,2,False
879,35,5,AVAILABLE,2,Delhi,2,True
880,35,3,AVAILABLE,2,DSCOVR,8,True
881,35,5,AVAILABLE,2,Peneus,2,True
882,35,5,AVAILABLE,2,Almere,2,False
883,35,2,AVAILABLE,2,Okpoko,16,True
884,35,5,AVAILABLE,2,Imperatriz,2,True
885,35,4,AVAILABLE,2,Ismenus,4,True
886,35,5,AVAILABLE,2,Kavaratti,2,False
887,35,2,AVAILABLE,2,Roubaix,16,True
888,35,4,AVAILABLE,2,Qinghai,4,False
889,35,1,AVAILABLE,2,Hippolytus,32,True
890,35,4,AVAILABLE,2,Owensboro,4,False
891,35,1,AVAILABLE,3,Anhui,32,True
892,35,1,AVAILABLE,3,Castanhal,32,True
893,35,2,AVAILABLE,3,SES-9,16,False
894,35,5,AVAILABLE,3,Weyburn,2,True
895,35,1,AVAILABLE,3,Clymene,32,True
896,35,2,AVAILABLE,3,DemoSat,16,True
897,35,2,AVAILABLE,3,Rennes,16,False
898,35,5,AVAILABLE,3,Makiivka,2,False
899,35,4,AVAILABLE,3,Ziarat,4,True
900,35,3,AVAILABLE,4,Agamemnon,8,True
901,35,4,AVAILABLE,4,Greater Hobart,4,True
902,35,1,AVAILABLE,4,Xenodice,32,False
903,35,3,AVAILABLE,4,Starlink-13 (v1.0),8,True
904,35,4,AVAILABLE,4,Phoenix,4,True
905,35,2,AVAILABLE,4,Secunda,16,True
906,35,2,AVAILABLE,4,Belfast,16,True
907,35,4,AVAILABLE,4,KoreaSat 5A,4,True
908,35,5,AVAILABLE,4,Konin,2,True
909,35,1,AVAILABLE,4,Iseyin,32,True
910,35,4,AVAILABLE,4,Cilix,4,False
911,35,3,AVAILABLE,4,CRS-7,8,True
912,36,5,AVAILABLE,1,Belfast,2,True
913,36,3,AVAILABLE,1,Telde,8,False
914,36,2,AVAILABLE,1,Desamparados,16,True
915,36,5,AVAILABLE,1,Kongsvinger,2,True
916,36,3,AVAILABLE,1,Cercepiccola,8,True
917,36,2,AVAILABLE,1,Van,16,False
918,36,5,AVAILABLE,1,Agamemnon,2,True
919,36,1,AVAILABLE,1,Skardu,32,True
920,36,5,AVAILABLE,1,Biloxi,2,True
921,36,3,AVAILABLE,1,Secunda,8,True
922,36,2,AVAILABLE,1,Hera,16,True
923,36,4,AVAILABLE,1,Tisamenus,4,False
924,36,2,AVAILABLE,2,SES-11 / Echostar 105,16,False
925,36,5,AVAILABLE,2,Trowbridge,2,True
926,36,1,AVAILABLE,2,CRS-2,32,True
927,36,5,AVAILABLE,2,CRS-8,2,True
928,36,5,AVAILABLE,2,Puntarenas,2,True
929,36,4,AVAILABLE,2,Palmerston North,4,True
930,36,3,AVAILABLE,2,Huntly,8,True
931,36,5,AVAILABLE,2,Wolfsberg,2,False
932,36,1,AVAILABLE,2,Oenomaus,32,True
933,37,5,AVAILABLE,1,Starlink 3,2,False
934,37,2,AVAILABLE,1,Silvassa,16,True
935,37,4,AVAILABLE,1,Pygmalion,4,False
936,37,4,AVAILABLE,1,Auckland,4,True
937,37,1,AVAILABLE,1,Los Mochis,32,False
938,37,5,AVAILABLE,1,Brovary,2,True
939,37,4,AVAILABLE,1,Melilla,4,True
940,37,3,AVAILABLE,1,Chandler,8,False
941,37,5,AVAILABLE,1,Mirpur,2,True
942,37,4,AVAILABLE,1,Achilles,4,False
943,37,2,AVAILABLE,1,Thaicom 6,16,False
944,37,2,AVAILABLE,2,Alcathoe,16,True
945,37,2,AVAILABLE,2,Raiganj,16,False
946,37,4,AVAILABLE,2,Pervomaisk,4,False
947,37,2,AVAILABLE,2,Las Palmas,16,True
948,37,2,AVAILABLE,2,Gressan,16,False
949,37,1,AVAILABLE,2,Panjim,32,False
950,37,4,AVAILABLE,2,Guarapuava,4,True
951,37,3,AVAILABLE,2,Leda,8,True
952,37,5,AVAILABLE,2,Laius,2,True
953,37,1,AVAILABLE,2,Starlink 4,32,True
954,37,3,AVAILABLE,2,Starlink 6,8,True
955,37,5,AVAILABLE,3,Cronos,2,False
956,37,3,AVAILABLE,3,Saint John,8,True
957,37,4,AVAILABLE,3,Laon,4,True
958,37,3,AVAILABLE,3,Guangdong,8,True
959,37,5,AVAILABLE,3,Novena,2,True
960,37,3,AVAILABLE,3,Inmarsat-5 F4,8,True
961,37,1,AVAILABLE,3,Aeolus,32,True
962,37,5,AVAILABLE,3,CRS-11,2,True
963,37,3,AVAILABLE,3,Oceanus,8,True
964,37,5,AVAILABLE,3,Aedon,2,True
965,37,5,AVAILABLE,3,Lim,2,True
966,37,2,AVAILABLE,3,Lonquimay,16,False
967,37,1,AVAILABLE,3,Hyllus,32,True
968,37,5,AVAILABLE,3,Campbellton,2,True
969,37,3,AVAILABLE,3,Kidapawan,8,True
970,37,2,AVAILABLE,4,Pica,16,True
971,37,5,AVAILABLE,4,Porsgrunn,2,False
972,37,2,AVAILABLE,4,Cassiopeia,16,True
973,37,2,AVAILABLE,4,Foligno,16,False
974,37,5,AVAILABLE,4,Hesione,2,True
975,37,3,AVAILABLE,4,Juliaca,8,False
976,37,5,AVAILABLE,4,Gbongan,2,True
977,37,4,AVAILABLE,4,Sortland,4,True
978,37,3,AVAILABLE,4,Iridium NEXT Mission 5,8,True
979,37,5,AVAILABLE,4,Starlink-11 (v1.0),2,False
980,38,1,AVAILABLE,1,Aphrodite,32,False
981,38,5,AVAILABLE,1,Echo,2,False
982,38,1,AVAILABLE,1,Rueglio,32,True
983,38,2,AVAILABLE,1,Thaicom 8,16,True
984,38,5,AVAILABLE,1,FalconSat,2,True
985,38,4,AVAILABLE,1,Jhang,4,True
986,38,2,AVAILABLE,1,Moulins,16,True
987,38,5,AVAILABLE,1,Grenicus,2,False
988,38,2,AVAILABLE,1,Pentheus,16,True
989,38,5,AVAILABLE,1,Palmerston North,2,True
990,38,3,AVAILABLE,1,Leda,8,True
991,38,4,AVAILABLE,1,Gore,4,False
992,38,1,AVAILABLE,2,Polynices,32,True
993,38,2,AVAILABLE,2,Jilin,16,True
994,38,5,AVAILABLE,2,Ares,2,True
995,38,5,AVAILABLE,2,Yurimaguas,2,True
996,38,5,AVAILABLE,2,Secunda,2,True
997,38,4,AVAILABLE,2,Eurydice,4,True
998,38,5,AVAILABLE,2,CASSIOPE,2,True
999,38,3,AVAILABLE,2,Akoites,8,False
1000,38,2,AVAILABLE,2,Periclymenus,16,False
1001,38,2,AVAILABLE,2,Damasichthon,16,False
1002,38,3,AVAILABLE,3,Tyndareus,8,True
1003,38,5,AVAILABLE,3,Molde,2,True
1004,38,3,AVAILABLE,3,Amyclas,8,True
1005,38,3,AVAILABLE,3,Parauapebas,8,True
1006,38,1,AVAILABLE,3,Galway,32,True
1007,38,2,AVAILABLE,3,CRS-18,16,True
1008,38,2,AVAILABLE,3,North Las Vegas,16,False
1009,38,1,AVAILABLE,3,Sipylus,32,True
1010,38,4,AVAILABLE,3,Panguipulli,4,True
1011,38,5,AVAILABLE,3,Hyllus,2,True
1012,38,4,AVAILABLE,3,Vienna,4,True
1013,38,5,AVAILABLE,3,Iquitos,2,True
1014,38,1,AVAILABLE,4,Manukau,32,False
1015,38,2,AVAILABLE,4,Opole,16,True
1016,38,2,AVAILABLE,4,Coeus,16,True
1017,38,5,AVAILABLE,4,Bremen,2,True
1018,38,5,AVAILABLE,4,Marine Parade,2,True
1019,38,2,AVAILABLE,4,Itys,16,False
1020,38,3,AVAILABLE,4,Los Mochis,8,True
1021,38,5,AVAILABLE,4,Cepheus,2,True
1022,38,2,AVAILABLE,4,Starlink 6,16,True
1023,38,4,AVAILABLE,4,Lonquimay,4,False
1024,38,5,AVAILABLE,4,Arachne,2,True
1025,38,3,AVAILABLE,4,Tejar,8,False
1026,38,5,AVAILABLE,4,Icarus,2,False
1027,38,2,AVAILABLE,4,Zamora de Hidalgo,16,True
1028,38,2,AVAILABLE,4,Hyacintus,16,False
1029,39,5,AVAILABLE,1,Palmerston North,2,True
1030,39,4,OUT_OF_SERVICE,1,Kharmang,4,True
1031,39,1,AVAILABLE,1,Argea,32,True
1032,39,3,AVAILABLE,1,DemoSat,8,True
1033,39,5,AVAILABLE,1,Sortland,2,True
1034,39,1,AVAILABLE,1,Molde,32,False
1035,39,5,AVAILABLE,1,Pyrrha,2,True
1036,39,1,AVAILABLE,1,Malakand,32,False
1037,39,4,AVAILABLE,1,Cracow,4,False
1038,39,4,AVAILABLE,1,Parys,4,True
1039,39,3,AVAILABLE,1,Laomedon,8,True
1040,39,1,OUT_OF_SERVICE,1,Bangabandhu-1,32,True
1041,39,5,AVAILABLE,1,Sicuani,2,True
1042,39,1,AVAILABLE,1,Penelope,32,True
1043,39,2,AVAILABLE,2,Alcobendas,16,True
1044,39,5,AVAILABLE,2,Sentinel-6 Michael Freilich,2,True
1045,39,3,AVAILABLE,2,Gdynia,8,False
1046,39,2,AVAILABLE,2,Starlink-14 (v1.0),16,True
1047,39,1,AVAILABLE,2,Hyllus,32,False
1048,39,5,AVAILABLE,2,Chattanooga,2,True
1049,39,5,AVAILABLE,2,Lafayette,2,True
1050,39,4,AVAILABLE,2,Thisbe,4,True
1051,39,1,AVAILABLE,2,Alcobendas,32,True
1052,39,5,AVAILABLE,2,Ismenus,2,False
1053,39,4,AVAILABLE,2,Intelsat 35e,4,True
1054,40,3,AVAILABLE,1,Lim,8,True
1055,40,2,AVAILABLE,1,Anicetos,16,True
1056,40,5,AVAILABLE,1,Androgeos,2,True
1057,40,1,AVAILABLE,1,Galway,32,True
1058,40,4,AVAILABLE,1,Dubno,4,False
